species,location,time,description,sex,feather_color,time_parsed,year,month,hour,description_length,color_count
Green Heron,United States,23-08-2003 09:55,"A medium-sized heron with a greenish plumage, a distinctive neck ""hunch,"" and a dagger-like bill,Unknown,Green, and a dagger-like bill",Unknown,Green,2003-08-23 09:55:00,2003,8,9,134,1
Purple Gallinule,United States,01-09-2010 12:30,"A medium-sized waterbird with a colorful plumage, including purple, green, and blue",Unknown,"Purple, Green, and Blue",2010-09-01 12:30:00,2010,9,12,83,3
Golden-winged Warbler,United States,23-05-2002 14:35,"A small warbler with a grayish plumage, a distinctive yellow crown, and a buzzy song",Unknown,Grayish and Yellow,2002-05-23 14:35:00,2002,5,14,84,2
Least Sandpiper,United States,31-07-2011 16:55,"A small sandpiper with a mottled brown plumage and a distinctive ""peep"" call,Unknown,Brown",Unknown,Brown,2011-07-31 16:55:00,2011,7,16,90,1
Yellow-crowned Kinglet,United States,01-05-2010 09:55,A small bird with a grayish-green plumage and a distinctive yellow crown,Male,Grayish-green and Yellow,2010-05-01 09:55:00,2010,5,9,72,2
Brown Thrasher,United States,28-08-2003 11:40,A medium-sized songbird with a brown plumage and a distinctive repertoire of melodious songs,Unknown,Brown,2003-08-28 11:40:00,2003,8,11,92,1
Black-backed Woodpecker,United States,05-06-2011 13:30,A medium-sized woodpecker with a black plumage and a distinctive white back,Male,Black and White,2011-06-05 13:30:00,2011,6,13,75,2
Common Tern,United States,04-08-2010 16:55,"A medium-sized tern with a white plumage, a distinctive black cap, and a graceful flight",Unknown,White and Black,2010-08-04 16:55:00,2010,8,16,88,2
Snow Bunting,United States,22-05-2002 09:55,"A medium-sized songbird with a white plumage and a distinctive ""tinkling"" call,Unknown,White",Unknown,White,2002-05-22 09:55:00,2002,5,9,92,1
Yellow-throated Vireo,United States,14-08-2011 12:30,"A small songbird with a yellowish plumage and a distinctive ""weer-weer-weer"" call,Unknown,Yellowish",Unknown,Yellowish,2011-08-14 12:30:00,2011,8,12,99,1
Belted Kingfisher,United States,25-06-2003 14:35,"A medium-sized bird with a blue plumage, a distinctive crest, and a rattling call",Unknown,Blue,2003-06-25 14:35:00,2003,6,14,81,1
Red-breasted Nuthatch,United States,26-09-2010 16:55,"A small songbird with a blue-gray plumage and a distinctive ""yank-yank"" call,Unknown,Blue-gray",Unknown,Blue-gray,2010-09-26 16:55:00,2010,9,16,94,1
Lark Sparrow,United States,30-07-2002 09:25,"A medium-sized sparrow with a colorful plumage, including brown, black, and white",Male,"Brown, Black, and White",2002-07-30 09:25:00,2002,7,9,81,3
Osprey,United States,06-09-2011 11:40,"A large bird of prey with a dark plumage, a distinctive white head, and a habit of hunting fish",Unknown,Dark and White,2011-09-06 11:40:00,2011,9,11,95,2
Common Snipe,United Kingdom,24-05-2004 13:30,"A small wading bird with a mottled brown plumage and a distinctive ""scaap"" call,Unknown,Brown",Unknown,Brown,2004-05-24 13:30:00,2004,5,13,93,1
Painted Bunting,United States,12-07-2010 16:55,"A small finch with a colorful plumage, including bright blue, green, and red",Male,"Blue, Green, and Red",2010-07-12 16:55:00,2010,7,16,76,3
American Tree Sparrow,United States,19-08-2002 09:55,"A small sparrow with a brown plumage, a distinctive rusty cap, and a melodious song",Unknown,Brown and Rusty,2002-08-19 09:55:00,2002,8,9,83,2
Eastern Wood-Pewee,United States,19-06-2011 12:10,"A small flycatcher with a grayish-brown plumage and a distinctive ""pee-ah-wee"" call,Unknown,Grayish-brown",Unknown,Grayish-brown,2011-06-19 12:10:00,2011,6,12,105,1
Spotted Owl,United States,21-08-2010 14:35,"A medium-sized owl with a brown plumage, a distinctive spotted pattern, and a haunting hooting call",Unknown,Brown and Spotted,2010-08-21 14:35:00,2010,8,14,99,2
Hooded Merganser,United States,05-06-2003 16:55,"A small diving duck with a colorful plumage, including black, white, and rust",Male,"Black, White, and Rust",2003-06-05 16:55:00,2003,6,16,77,3
Wilson's Phalarope,United States,15-08-2011 09:55,"A small sandpiper with a grayish-brown plumage, a distinctive white belly, and a unique spinning-foraging behavior",Unknown,Grayish-brown and White,2011-08-15 09:55:00,2011,8,9,114,2
Eastern Screech-Owl,United States,03-09-2010 12:30,"A small owl with a grayish plumage and a distinctive ""whinny"" call,Unknown,Grayish",Unknown,Grayish,2010-09-03 12:30:00,2010,9,12,82,1
Black-throated Blue Warbler,United States,11-07-2002 14:35,A small warbler with a blue plumage,Male,Blue,2002-07-11 14:35:00,2002,7,14,35,1
Ruby-crowned Kinglet,United States,18-05-2011 16:55,"A small bird with a grayish-green plumage, a distinctive ruby-red crown, and a high-pitched song",Unknown,Grayish-green and Ruby-red,2011-05-18 16:55:00,2011,5,16,96,2
American Avocet,United States,22-07-2010 09:55,"A medium-sized wading bird with a black-and-white plumage, long legs, and a distinctive upturned bill",Unknown,Black and White,2010-07-22 09:55:00,2010,7,9,101,2
Northern Cardinal,United States,26-08-2002 12:10,A medium-sized bird with a red plumage,Male,Red,2002-08-26 12:10:00,2002,8,12,38,1
White-winged Crossbill,United States,01-09-2011 14:35,"A small finch with a colorful plumage, including red and white",Male,Red and White,2011-09-01 14:35:00,2011,9,14,62,2
Clapper Rail,United States,07-05-2010 16:55,"A medium-sized rail with a mottled brown plumage and a distinctive ""clapper"" call,Unknown,Brown",Unknown,Brown,2010-05-07 16:55:00,2010,5,16,95,1
Mourning Warbler,United States,30-07-2002 09:55,A small warbler with a grayish-brown plumage and a distinctive mournful song,Unknown,Grayish-brown,2002-07-30 09:55:00,2002,7,9,76,1
White-eyed Vireo,United States,12-05-2011 12:30,"A small songbird with a grayish-green plumage, a distinctive white eye ring, and a lively song",Unknown,Grayish-green and White,2011-05-12 12:30:00,2011,5,12,94,2
Killdeer,United States,14-08-2010 14:35,"A medium-sized plover with a mottled brown plumage and a distinctive ""kill-deer"" call,Unknown,Brown",Unknown,Brown,2010-08-14 14:35:00,2010,8,14,99,1
Cedar Waxwing,United States,19-06-2003 16:55,"A medium-sized bird with a brownish plumage, a distinctive crest, and waxy red tips on its wings",Unknown,Brownish,2003-06-19 16:55:00,2003,6,16,96,1
Common Nighthawk,United States,23-08-2011 09:55,"A medium-sized bird with a brownish plumage, a distinctive ""peent"" call, and a habit of feeding on flying insects at dusk,Unknown,Brownish, and a habit of feeding on flying insects at dusk",Unknown,Brownish,2011-08-23 09:55:00,2011,8,9,188,1
Greater Yellowlegs,United States,27-07-2010 12:10,A tall wading bird with a mottled brown plumage and a distinctive long bill,Unknown,Brown,2010-07-27 12:10:00,2010,7,12,75,1
Eurasian Collared-Dove,United States,20-05-2002 14:35,"A medium-sized dove with a pale plumage, a distinctive black neck ring, and a soothing cooing call",Unknown,Pale and Black,2002-05-20 14:35:00,2002,5,14,98,2
Dickcissel,United States,27-08-2011 16:55,"A medium-sized bird with a colorful plumage, including yellow, black, and brown",Male,"Yellow, Black, and Brown",2011-08-27 16:55:00,2011,8,16,79,3
Chestnut-backed Chickadee,United States,22-05-2010 09:55,A small songbird with a grayish-brown plumage and a distinctive chestnut back,Unknown,Grayish-brown and Chestnut,2010-05-22 09:55:00,2010,5,9,77,2
Cassin's Kingbird,United States,25-06-2003 12:40,"A medium-sized bird with a grayish plumage, a yellow belly, and a distinctive ""kip"" call,Unknown,Grayish and Yellow",Unknown,Grayish and Yellow,2003-06-25 12:40:00,2003,6,12,115,2
Northern Mockingbird,United States,30-08-2011 13:30,A medium-sized bird with a gray plumage and a distinctive repertoire of mimicked songs,Unknown,Gray,2011-08-30 13:30:00,2011,8,13,86,1
Red-eyed Vireo,United States,10-07-2010 16:55,"A small songbird with a greenish plumage, a distinctive red eye, and a melodious song",Unknown,Greenish and Red,2010-07-10 16:55:00,2010,7,16,85,2
Greater Roadrunner,United States,16-06-2002 09:55,"A medium-sized bird with a brownish plumage, a distinctive crest, and a habit of running on the ground",Unknown,Brownish,2002-06-16 09:55:00,2002,6,9,102,1
Green-winged Teal,United States,04-08-2011 12:10,"A small duck with a colorful plumage, including green, brown, and white",Male,"Green, Brown, and White",2011-08-04 12:10:00,2011,8,12,71,3
Black-crowned Night Heron,United States,07-09-2010 14:35,"A medium-sized heron with a black plumage, a distinctive white crown, and a nocturnal behavior",Unknown,Black and White,2010-09-07 14:35:00,2010,9,14,94,2
Eastern Meadowlark,United States,14-05-2003 16:55,A medium-sized blackbird with a yellow plumage and a distinctive flute-like song,Male,Yellow,2003-05-14 16:55:00,2003,5,16,80,1
Common Grackle,United States,30-08-2011 09:55,"A medium-sized blackbird with a black plumage and a distinctive ""chack"" call,Unknown,Black",Unknown,Black,2011-08-30 09:55:00,2011,8,9,90,1
Bank Swallow,United States,15-09-2010 12:30,"A small bird with a brownish plumage, a distinctive black band across its breast, and a habit of nesting in sandy banks",Unknown,Brown and Black,2010-09-15 12:30:00,2010,9,12,119,2
Pileated Woodpecker,United States,18-07-2002 14:35,"A large woodpecker with a black plumage, a distinctive red crest, and a loud, rhythmic drumming call",Unknown,Black and Red,2002-07-18 14:35:00,2002,7,14,100,2
Brown-headed Cowbird,United States,05-09-2011 16:55,A medium-sized blackbird with a brown plumage and a habit of laying its eggs in the nests of other bird species,Unknown,Brown,2011-09-05 16:55:00,2011,9,16,111,1
Red-throated Loon,United States,13-08-2010 09:55,"A medium-sized diving bird with a grayish plumage, a distinctive red throat, and a haunting call",Unknown,Grayish and Red,2010-08-13 09:55:00,2010,8,9,96,2
American Redstart,United States,14-06-2003 12:40,A small warbler with a black-and-orange plumage,Male,Black and Orange,2003-06-14 12:40:00,2003,6,12,47,2
Savannah Sparrow,United States,23-08-2011 14:35,A small sparrow with a brownish plumage and a distinctive yellow eyebrow,Male,Brownish and Yellow,2011-08-23 14:35:00,2011,8,14,72,2
Cape May Warbler,United States,31-07-2010 16:55,A small warbler with a yellowish-green plumage and a distinctive chestnut cheek patch,Male,Yellowish-green and Chestnut,2010-07-31 16:55:00,2010,7,16,85,2
House Wren,United States,07-08-2002 09:55,A small bird with a brownish plumage and a distinctive bubbly song,Unknown,Brown,2002-08-07 09:55:00,2002,8,9,66,1
Purple Sandpiper,United States,15-05-2011 12:10,"A medium-sized sandpiper with a mottled brown plumage and a distinctive ""peet"" call,Unknown,Brown",Unknown,Brown,2011-05-15 12:10:00,2011,5,12,97,1
Tufted Titmouse,United States,11-09-2010 14:35,"A small songbird with a gray plumage, a distinctive crest, and a variety of whistling calls",Unknown,Gray,2010-09-11 14:35:00,2010,9,14,91,1
Green Heron,United States,20-08-2003 16:55,"A medium-sized heron with a greenish plumage, a distinctive neck ""hunch,"" and a dagger-like bill,Unknown,Green, and a dagger-like bill",Unknown,Green,2003-08-20 16:55:00,2003,8,16,134,1
Blue Grosbeak,United States,24-05-2011 09:55,"A medium-sized finch with a colorful plumage, including blue, black, and brown",Male,"Blue, Black, and Brown",2011-05-24 09:55:00,2011,5,9,78,3
Yellow-throated Warbler,United States,30-07-2010 12:30,A small warbler with a yellow plumage,Male,Yellow,2010-07-30 12:30:00,2010,7,12,37,1
Loggerhead Shrike,United States,26-06-2002 14:35,"A medium-sized bird with a gray plumage, a black mask, and a habit of impaling its prey on thorns",Unknown,Gray and Black,2002-06-26 14:35:00,2002,6,14,97,2
Chestnut-sided Warbler,United States,04-09-2011 16:55,A small warbler with a yellow plumage and distinctive chestnut streaks,Male,Yellow and Chestnut,2011-09-04 16:55:00,2011,9,16,70,2
Bank Swallow,United States,08-08-2010 09:55,"A small bird with a brownish plumage, a distinctive black band across its breast, and a habit of nesting in sandy banks",Unknown,Brown and Black,2010-08-08 09:55:00,2010,8,9,119,2
Peregrine Falcon,United States,12-06-2003 12:40,"A medium-sized falcon with a dark plumage, a distinctive black ""helmet,"" and a high-speed stoop hunting behavior,Unknown,Dark and Black, and a high-speed stoop hunting behavior",Unknown,Dark and Black,2003-06-12 12:40:00,2003,6,12,176,2
Common Yellowthroat,United States,18-08-2011 14:35,A small warbler with a yellow plumage and a distinctive black mask,Male,Yellow and Black,2011-08-18 14:35:00,2011,8,14,66,2
Red-tailed Hawk,United States,19-06-2010 16:55,"A large bird of prey with a brown plumage, a distinctive red tail, and a piercing scream call",Unknown,Brown and Red,2010-06-19 16:55:00,2010,6,16,93,2
Ruffed Grouse,United States,23-08-2002 09:55,"A medium-sized gamebird with a mottled brown plumage, a distinctive ruff of feathers, and a drumming display",Unknown,Brown,2002-08-23 09:55:00,2002,8,9,108,1
Black-capped Chickadee,United States,03-09-2011 12:30,"A small songbird with a black cap, a white cheek, and a cheerful ""chick-a-dee-dee-dee"" call,Unknown,Black and White",Unknown,Black and White,2011-09-03 12:30:00,2011,9,12,115,2
Red-headed Woodpecker,United States,11-07-2010 14:35,A medium-sized woodpecker with a black-and-white plumage and a distinctive red head,Male,"Black, White, and Red",2010-07-11 14:35:00,2010,7,14,83,3
Veery,United States,14-05-2003 16:55,"A medium-sized thrush with a brownish plumage and a melodious, flute-like song",Unknown,Brownish,2003-05-14 16:55:00,2003,5,16,78,1
American Goldfinch,United States,30-08-2011 09:55,A small finch with a bright yellow plumage,Male,Yellow,2011-08-30 09:55:00,2011,8,9,42,1
Spotted Sandpiper,United States,30-07-2010 12:10,A small sandpiper with a mottled brown plumage and a distinctive teetering behavior,Unknown,Brown,2010-07-30 12:10:00,2010,7,12,83,1
Black-and-white Warbler,United States,07-08-2002 14:35,A small warbler with a black-and-white plumage,Male,Black and White,2002-08-07 14:35:00,2002,8,14,46,2
Eastern Bluebird,United States,07-09-2011 16:55,A small thrush with a blue plumage,Male,Blue,2011-09-07 16:55:00,2011,9,16,34,1
Common Tern,United States,22-07-2010 09:55,"A medium-sized tern with a white plumage, a distinctive black cap, and a graceful flight",Unknown,White and Black,2010-07-22 09:55:00,2010,7,9,88,2
Yellow-breasted Chat,United States,05-06-2003 12:40,A medium-sized songbird with a yellow plumage and a distinctive varied song,Male,Yellow,2003-06-05 12:40:00,2003,6,12,75,1
Barn Swallow,United States,15-08-2011 14:35,"A medium-sized bird with a blue plumage, a rusty-red underbody, and a distinctive forked tail",Unknown,Blue and Rusty-red,2011-08-15 14:35:00,2011,8,14,93,2
American Kestrel,United States,19-05-2010 16:55,"A small falcon with a colorful plumage, including rusty-brown, blue, and white",Male,"Rusty-brown, Blue, and White",2010-05-19 16:55:00,2010,5,16,78,3
Least Flycatcher,United States,22-06-2002 09:55,"A small songbird with a grayish-brown plumage and a distinctive ""che-bek"" call,Unknown,Grayish-brown",Unknown,Grayish-brown,2002-06-22 09:55:00,2002,6,9,100,1
White-throated Sparrow,United States,24-08-2011 12:30,"A small sparrow with a gray plumage, a distinctive white throat, and a melodious song",Unknown,Gray and White,2011-08-24 12:30:00,2011,8,12,85,2
Great Blue Heron,United States,10-07-2010 14:35,"A tall heron with a blue-gray plumage, a distinctive ""kraak"" call, and a slow, deliberate flight,Unknown,Blue-gray, and a slow, deliberate flight",Unknown,Blue-gray,2010-07-10 14:35:00,2010,7,14,145,1
Golden-crowned Kinglet,United States,19-08-2002 16:55,A small bird with a grayish-green plumage and a distinctive golden-yellow crown,Male,Grayish-green and Golden-yellow,2002-08-19 16:55:00,2002,8,16,79,2
Eastern Phoebe,United States,05-09-2011 09:55,"A small flycatcher with a grayish-brown plumage and a distinctive ""fee-bee"" call,Unknown,Grayish-brown",Unknown,Grayish-brown,2011-09-05 09:55:00,2011,9,9,102,1
